amount,transaction_time,transaction_type,merchant_category,is_international,is_fraud
198.85295716582226,Morning,POS,Electronics,0,0
97.63011917123741,Morning,ATM,Others,1,1
40.1818801251301,Night,ATM,Electronics,0,1
6.566806580478289,Morning,Online,Grocery,0,0
37.24883504103537,Evening,ATM,Electronics,0,0
39.331421318413135,Afternoon,POS,Travel,0,0
130.7875783957741,Afternoon,ATM,Electronics,0,0
101.488935892602,Evening,POS,Electronics,0,1
218.22519124015147,Night,ATM,Grocery,0,0
63.90661333763098,Evening,ATM,Grocery,0,0
12.73723936155019,Evening,ATM,Travel,0,0
124.91263443165994,Afternoon,POS,Electronics,1,0
143.0392753076864,Night,Online,Electronics,0,0
82.38874948858287,Morning,POS,Electronics,0,0
147.38899667213644,Evening,Online,Grocery,0,0
68.0814731510278,Evening,POS,Travel,0,0
73.9678838777267,Night,ATM,Electronics,1,1
55.781419390842736,Evening,ATM,Electronics,0,0
2.574777399011373,Night,Online,Electronics,0,0
11.416743519186584,Morning,Online,Electronics,0,0
3.1933681293053824,Night,POS,Travel,0,0
101.17295509275495,Morning,POS,Travel,0,0
37.73967087950999,Night,Online,Travel,0,1
71.04371771341901,Evening,Online,Grocery,0,0
238.12655298459754,Morning,POS,Electronics,0,0
28.673882298329833,Evening,Online,Electronics,0,0
52.82819748826726,Morning,Online,Electronics,0,0
140.87491475385835,Night,Online,Electronics,1,1
25.980515691739402,Night,Online,Others,0,0
8.010427855017637,Night,ATM,Travel,0,0
34.21403038870571,Afternoon,ATM,Others,0,0
17.580835850006284,Afternoon,Online,Others,0,0
265.4950085880625,Morning,POS,Grocery,0,0
165.08870804845694,Afternoon,ATM,Grocery,0,0
100.34941905205311,Night,POS,Electronics,0,1
205.1519730520813,Afternoon,POS,Others,0,0
162.79689407405564,Afternoon,ATM,Others,0,0
20.649547635863907,Evening,POS,Travel,1,0
223.0813405235561,Morning,POS,Others,0,0
77.5099901966172,Morning,Online,Grocery,1,0
164.73482913035662,Morning,Online,Others,0,0
226.42426492862313,Afternoon,Online,Grocery,0,0
38.27307164183185,Night,ATM,Electronics,0,0
11.659216012385084,Evening,Online,Grocery,1,0
25.868674613938136,Morning,POS,Electronics,0,0
55.70576927486144,Afternoon,POS,Travel,1,0
170.3829726638945,Night,POS,Electronics,0,0
197.13449718798333,Evening,POS,Others,0,0
0.6976409181650647,Evening,POS,Grocery,1,0
71.48761593385558,Morning,ATM,Electronics,1,0
54.02733209186713,Morning,POS,Electronics,0,0
25.11673382758245,Night,ATM,Electronics,1,0
12.768039154564681,Afternoon,POS,Electronics,0,0
41.190857986243245,Night,ATM,Electronics,1,0
286.31211226911495,Morning,ATM,Electronics,1,1
39.03838028814744,Night,POS,Grocery,1,1
73.1452805760152,Afternoon,POS,Others,1,1
121.40869768808548,Evening,POS,Others,0,0
45.197449896696234,Evening,POS,Electronics,0,0
356.77981382916994,Evening,Online,Grocery,0,0
328.2009864541398,Evening,Online,Electronics,0,1
29.006129499220528,Morning,ATM,Travel,0,0
68.76592784638473,Morning,ATM,Others,0,0
35.79304600790468,Afternoon,Online,Electronics,0,1
33.52496763810817,Afternoon,ATM,Grocery,0,0
3.758447776552253,Afternoon,POS,Others,1,0
94.04920709825932,Afternoon,ATM,Grocery,0,0
69.85196328296385,Night,ATM,Travel,0,1
5.285108738039248,Afternoon,ATM,Electronics,0,0
32.662592101036935,Evening,Online,Travel,0,0
238.88609510893403,Evening,Online,Others,0,0
27.386055214207705,Evening,ATM,Electronics,0,0
15.653086098546975,Night,POS,Others,0,0
67.22721094736363,Afternoon,ATM,Electronics,0,0
424.40369826152596,Evening,Online,Grocery,0,0
27.71448135597262,Evening,POS,Others,0,0
111.51550102972934,Evening,ATM,Travel,0,0
143.3887626239463,Evening,Online,Travel,0,1
27.133317233580577,Morning,POS,Grocery,0,0
130.2748928492316,Afternoon,ATM,Grocery,1,0
45.8522799264304,Afternoon,Online,Travel,0,0
100.05037477317713,Night,POS,Grocery,0,0
100.38378271376382,Morning,ATM,Electronics,0,0
76.73852499523488,Night,POS,Travel,0,0
9.462915881162095,Evening,POS,Others,0,0
180.3644794246297,Night,POS,Travel,1,0
38.68102936673966,Evening,Online,Grocery,0,0
20.643210660755653,Evening,ATM,Electronics,0,0
4.1629759794345205,Afternoon,POS,Others,0,0
89.37784045945834,Afternoon,POS,Travel,0,0
113.18517342673489,Afternoon,POS,Travel,0,0
1.672694755847062,Afternoon,Online,Others,0,1
71.76305845494883,Afternoon,POS,Electronics,0,0
25.682414705495766,Morning,Online,Grocery,0,0
103.61243415476919,Afternoon,Online,Grocery,1,1
19.160422253913374,Night,POS,Grocery,0,1
117.4212527567719,Evening,POS,Grocery,1,0
48.89587009811018,Afternoon,Online,Others,1,0
276.0343817804307,Morning,Online,Electronics,0,1
14.794441343927895,Night,POS,Electronics,0,0
41.713243399517175,Night,Online,Travel,0,0
12.044428503699642,Evening,Online,Travel,1,0
258.61903971507235,Night,POS,Electronics,0,1
209.8333707160994,Night,POS,Travel,1,0
29.83273700614889,Night,ATM,Electronics,0,0
107.87627390439145,Night,POS,Others,1,1
169.94840726392212,Morning,POS,Others,0,0
81.01323606865081,Evening,POS,Grocery,1,0
75.42794101939461,Afternoon,ATM,Electronics,0,0
27.687704543790314,Night,Online,Others,0,0
9.772614047494073,Morning,POS,Electronics,0,0
227.51232251945228,Evening,POS,Travel,0,1
230.67744276484268,Afternoon,ATM,Electronics,0,0
100.26699194828848,Evening,ATM,Grocery,0,0
41.40465098113239,Morning,ATM,Grocery,0,0
42.95676158116439,Morning,Online,Others,0,0
129.4465429727118,Morning,ATM,Travel,0,0
227.40973491072523,Night,Online,Travel,0,0
218.1132569396613,Morning,POS,Electronics,0,0
151.3562191930903,Afternoon,POS,Travel,0,0
102.7310693567705,Night,POS,Grocery,0,0
8.789172619608406,Evening,ATM,Others,0,0
17.62942146834115,Afternoon,POS,Others,1,0
228.82305001775057,Night,ATM,Others,0,1
93.24939469655895,Morning,Online,Travel,1,0
0.9239605610994409,Evening,POS,Travel,0,0
10.699690143594932,Morning,Online,Grocery,0,0
108.9162387290241,Afternoon,ATM,Electronics,0,0
0.5074437051797003,Afternoon,ATM,Electronics,1,0
17.531581610419906,Night,POS,Others,0,0
79.56978461389316,Afternoon,POS,Others,0,0
117.73152866548126,Evening,ATM,Travel,0,0
105.54414821352486,Night,POS,Others,1,0
25.39498673080245,Evening,POS,Grocery,0,0
124.54172888985389,Morning,Online,Grocery,1,0
27.082375905280593,Evening,ATM,Others,0,0
39.363490891808446,Evening,Online,Others,0,0
137.23575516657905,Afternoon,POS,Others,0,0
104.87738143027681,Morning,Online,Others,0,0
189.1956077463401,Afternoon,ATM,Others,1,0
107.18132881697625,Morning,Online,Grocery,0,0
84.00443055872574,Morning,Online,Electronics,0,1
9.835706144841048,Evening,POS,Grocery,0,0
45.84163072070201,Afternoon,ATM,Grocery,0,0
30.816014785883116,Evening,POS,Others,0,0
27.970020366242128,Evening,POS,Electronics,1,1
361.23094061629257,Evening,ATM,Others,0,0
49.938749704002376,Morning,Online,Grocery,0,0
222.6055211248523,Afternoon,POS,Electronics,0,0
99.73343857364831,Afternoon,Online,Travel,0,1
158.38252526883997,Evening,ATM,Others,0,0
69.84353243887705,Morning,POS,Travel,0,0
86.0155902641585,Afternoon,Online,Travel,0,0
67.82934333416935,Night,Online,Travel,0,0
21.72148953252385,Afternoon,POS,Travel,0,0
128.1761803065804,Evening,ATM,Electronics,1,1
32.957736836626296,Night,Online,Others,0,0
2.4616481080688613,Morning,ATM,Electronics,0,0
103.69687862952739,Night,POS,Others,0,0
19.493357022482268,Night,Online,Others,0,0
282.1083147273303,Evening,Online,Others,0,1
307.75624127880235,Afternoon,Online,Electronics,1,1
246.35098846338414,Morning,ATM,Grocery,1,0
46.228739649736674,Night,Online,Travel,0,0
1.5577315371944382,Evening,Online,Grocery,0,0
263.552345733189,Afternoon,POS,Grocery,0,1
55.89382770530613,Night,Online,Grocery,0,0
340.0842016122056,Evening,ATM,Travel,1,0
331.37354761302055,Evening,POS,Grocery,0,0
191.7387017179419,Evening,POS,Travel,0,0
34.87760681721603,Morning,Online,Travel,0,0
48.62919320986936,Afternoon,POS,Travel,0,0
190.47266524780798,Night,Online,Others,1,1
38.11462314307171,Afternoon,POS,Others,0,0
18.57186162957548,Afternoon,ATM,Grocery,1,0
81.37369920602278,Night,Online,Others,0,0
275.1293470807042,Afternoon,ATM,Travel,0,0
119.08255977579371,Morning,Online,Others,0,0
84.41123364356555,Night,ATM,Travel,0,0
10.222819734932289,Night,ATM,Electronics,0,0
95.45307155177177,Evening,POS,Others,0,0
461.05697478463173,Afternoon,Online,Grocery,1,1
15.092058664226416,Night,POS,Electronics,0,0
73.04953249815037,Night,ATM,Electronics,1,1
209.86086379007943,Morning,Online,Others,1,0
135.003424835367,Evening,ATM,Others,0,0
119.4074425301673,Night,ATM,Grocery,0,0
121.22875562244899,Morning,ATM,Electronics,0,0
44.549234231494914,Night,ATM,Travel,0,0
34.75620842670952,Night,POS,Others,0,0
165.73745072597123,Night,ATM,Electronics,0,0
166.13281990870288,Morning,POS,Electronics,0,0
201.7950047367915,Afternoon,ATM,Travel,1,0
244.46159618366363,Night,Online,Electronics,0,0
71.60932369329038,Night,ATM,Others,1,1
69.61843775511993,Afternoon,ATM,Travel,0,0
160.09499323084876,Night,Online,Others,0,1
104.97190748878002,Evening,Online,Grocery,0,1
121.0550648511517,Night,ATM,Electronics,0,0
158.86194749542048,Evening,ATM,Others,0,0
220.7323476346767,Afternoon,POS,Others,0,0
41.24824071376542,Morning,Online,Grocery,0,0
47.09367887275563,Afternoon,Online,Electronics,1,0
9.869603918736056,Night,POS,Others,0,1
86.34140266094347,Evening,ATM,Travel,0,0
3.6604104210857,Morning,ATM,Others,0,0
62.66069481821096,Night,Online,Others,0,1
78.2294585687126,Morning,POS,Others,0,0
33.76306603145225,Morning,ATM,Others,1,1
89.36325301461753,Night,Online,Electronics,0,0
3.0975062101474546,Afternoon,ATM,Others,0,0
3.806349928278938,Night,ATM,Grocery,0,0
172.93513695381358,Night,ATM,Others,0,0
44.65850242077447,Afternoon,Online,Travel,0,0
13.588904129742799,Evening,POS,Travel,0,0
73.86535882790156,Night,POS,Others,0,0
146.96479404457352,Morning,ATM,Others,0,0
24.311800342990335,Night,POS,Grocery,0,0
97.52196186564929,Night,ATM,Grocery,0,1
8.921102898989728,Morning,Online,Electronics,0,0
5.306509591030941,Afternoon,Online,Electronics,1,1
75.7908940625521,Evening,Online,Travel,0,0
77.79104426947421,Evening,ATM,Others,0,0
101.4537448204616,Morning,POS,Others,0,0
129.49605629166842,Afternoon,Online,Grocery,0,0
372.3557008699993,Night,ATM,Grocery,0,1
72.62911192303562,Night,POS,Electronics,0,0
39.00197141059788,Night,POS,Electronics,0,0
158.56539797326863,Night,POS,Travel,0,0
31.585146543613728,Night,ATM,Grocery,0,1
57.798343127330135,Morning,ATM,Others,1,0
8.17051685836699,Night,ATM,Grocery,1,0
2.5677609541474378,Night,Online,Grocery,0,0
328.7379923268602,Afternoon,ATM,Grocery,1,0
180.77676421150625,Night,Online,Electronics,1,1
119.06427327993416,Evening,Online,Others,0,0
52.58596444651419,Morning,Online,Others,0,0
19.030653614210873,Morning,ATM,Electronics,0,0
17.012074157285415,Morning,Online,Electronics,1,1
28.80059891265836,Evening,ATM,Others,0,0
79.67906483133146,Night,ATM,Travel,1,0
125.38492877767757,Morning,Online,Grocery,0,0
107.93903496967985,Evening,Online,Others,0,0
32.84122613889959,Afternoon,Online,Electronics,0,0
309.81034985563065,Night,ATM,Others,0,1
133.90174048752263,Evening,ATM,Grocery,1,0
80.82304819313313,Night,Online,Others,0,0
94.6030472037435,Afternoon,Online,Electronics,0,0
54.40378655320514,Evening,POS,Travel,0,0
28.466129227406352,Night,Online,Electronics,0,0
44.00141293231124,Evening,POS,Travel,0,0
141.8181847756713,Morning,POS,Grocery,1,1
1.4498079720804276,Night,ATM,Electronics,0,0
12.338039223997605,Evening,ATM,Others,0,0
4.709437695252053,Morning,POS,Electronics,1,0
4.1581451917292425,Afternoon,POS,Electronics,1,0
193.42030336156586,Night,Online,Grocery,0,0
121.62406117006883,Night,POS,Travel,0,0
64.27845944128924,Afternoon,Online,Travel,0,0
10.295691844781325,Morning,ATM,Others,0,0
67.65179657972332,Afternoon,Online,Electronics,0,1
64.14503320943712,Night,ATM,Grocery,0,1
19.019471280022497,Evening,POS,Travel,0,0
56.88991313023239,Morning,POS,Others,1,0
50.83366145832069,Morning,POS,Travel,1,0
95.67224329131345,Morning,Online,Others,0,1
100.81145360409121,Afternoon,ATM,Travel,1,0
4.636232402053473,Afternoon,ATM,Others,0,0
46.938400465506156,Evening,ATM,Travel,0,0
98.31249947827285,Evening,ATM,Travel,0,0
69.94394526077897,Morning,ATM,Electronics,0,0
194.13494531754387,Evening,Online,Others,0,1
107.49747640549978,Afternoon,ATM,Others,0,0
17.785286876730733,Evening,POS,Electronics,0,0
7.318243625624084,Afternoon,ATM,Electronics,0,0
102.83941471088912,Evening,POS,Travel,0,0
2.6869072667394427,Night,Online,Travel,1,0
88.13473778072907,Afternoon,Online,Travel,0,0
281.7255455387152,Night,POS,Electronics,0,0
85.67824455775444,Afternoon,ATM,Travel,0,0
49.13006922239072,Evening,Online,Electronics,0,0
103.08271578449819,Night,Online,Travel,0,1
61.29559740510913,Evening,Online,Electronics,1,1
78.88143605763202,Afternoon,ATM,Others,1,0
283.81271462329994,Night,POS,Grocery,0,1
48.792752735018716,Morning,POS,Travel,0,0
324.9091861506754,Evening,ATM,Travel,0,1
235.75761837699193,Afternoon,Online,Electronics,0,0
21.789626094045,Night,ATM,Others,0,0
7.188415530315702,Evening,ATM,Others,0,0
10.622533548163021,Night,POS,Travel,1,0
1.8389887847233704,Evening,ATM,Electronics,0,0
9.920501165575415,Evening,ATM,Electronics,0,0
114.88748725771671,Evening,Online,Grocery,0,0
7.384962694642702,Night,Online,Others,0,1
38.41571882948685,Night,POS,Grocery,1,0
186.3526040097277,Evening,Online,Others,0,0
2.354700318071151,Morning,ATM,Travel,0,0
168.45305061859585,Morning,ATM,Travel,0,0
33.10834668396295,Morning,ATM,Electronics,0,0
12.575011982910764,Afternoon,POS,Electronics,0,0
119.31554084399134,Morning,Online,Electronics,0,0
99.13991764332202,Night,ATM,Others,0,0
209.94158140869467,Morning,Online,Electronics,0,0
132.82935787644004,Night,Online,Travel,0,1
162.69958059939782,Afternoon,Online,Grocery,1,1
33.13338623067386,Night,Online,Travel,0,1
19.533329604044695,Night,POS,Travel,0,0
138.87563960054248,Night,POS,Travel,1,0
164.42091832434195,Morning,POS,Grocery,1,0
465.70048901402305,Evening,ATM,Travel,0,1
53.2079354152605,Night,ATM,Others,0,0
46.52439119617327,Morning,ATM,Others,1,0
149.7954503343587,Morning,POS,Grocery,1,0
41.67336709307531,Morning,Online,Others,0,0
267.0137924399326,Evening,POS,Electronics,1,1
195.48391571662492,Evening,ATM,Others,0,0
56.035560944215966,Evening,ATM,Travel,0,0
138.97847164954612,Evening,Online,Others,0,0
140.4632986855017,Afternoon,POS,Electronics,1,0
10.883751880671802,Evening,Online,Electronics,0,1
232.8445680867632,Evening,POS,Electronics,0,0
70.37074897567544,Evening,ATM,Travel,0,0
175.133255752333,Night,Online,Electronics,0,0
38.57354261645083,Night,Online,Travel,1,1
225.87905145459263,Evening,POS,Electronics,0,0
49.29884540601712,Afternoon,POS,Travel,0,0
1.0896806615175478,Night,POS,Travel,0,0
235.79072969624536,Morning,ATM,Travel,0,0
9.572561054847526,Night,POS,Others,1,0
38.46536333850389,Morning,ATM,Electronics,0,0
299.69723831882857,Night,POS,Travel,0,1
300.79495401039895,Evening,POS,Electronics,0,0
85.19972910552637,Night,ATM,Others,0,0
99.92300803905246,Evening,POS,Grocery,0,0
59.50146636228576,Evening,ATM,Electronics,0,0
34.7022778746197,Night,ATM,Electronics,1,0
39.84863345503897,Morning,POS,Others,0,0
111.63235799285063,Morning,POS,Travel,0,0
139.58378736630772,Night,Online,Electronics,0,0
156.81954162211485,Evening,POS,Grocery,0,0
155.88310318487416,Morning,Online,Others,0,0
9.563694654031945,Afternoon,POS,Travel,1,0
68.20495965733559,Evening,ATM,Electronics,0,0
5.928170644873779,Night,ATM,Electronics,0,0
79.74613156953929,Evening,Online,Others,0,0
58.255527498728355,Afternoon,POS,Travel,0,0
218.66186642208012,Afternoon,Online,Travel,0,1
43.21916194678851,Morning,POS,Others,0,0
12.450597755245086,Afternoon,POS,Electronics,0,0
15.430765454211937,Evening,ATM,Electronics,0,0
143.34305470790937,Morning,Online,Travel,0,0
96.2905679748035,Afternoon,ATM,Travel,0,0
10.660871224538544,Morning,ATM,Grocery,1,0
8.785552166860509,Morning,ATM,Grocery,0,0
120.72084716530998,Night,Online,Grocery,0,1
7.554608952579714,Morning,POS,Travel,0,0
172.51858538085813,Morning,POS,Travel,0,0
122.4999753130005,Afternoon,Online,Travel,0,0
8.484875058031207,Evening,POS,Electronics,0,0
8.86538677778067,Evening,Online,Others,0,0
431.54585620580923,Afternoon,Online,Travel,0,1
46.883758255228955,Evening,POS,Electronics,0,1
46.305526047531245,Morning,ATM,Travel,0,0
167.55754032826772,Night,Online,Others,1,0
294.21645379632434,Morning,Online,Travel,0,0
426.8773939601984,Morning,Online,Electronics,0,0
139.98992301163418,Night,Online,Travel,0,1
47.202099961912566,Afternoon,POS,Travel,0,0
8.719399369795726,Morning,POS,Travel,0,0
150.12425404546258,Morning,Online,Grocery,0,0
81.7360407561493,Afternoon,ATM,Travel,0,0
55.20331253049737,Morning,POS,Electronics,0,0
236.82376754780904,Morning,ATM,Electronics,0,0
11.788020797188024,Evening,ATM,Electronics,0,0
67.85051093729543,Afternoon,Online,Travel,0,0
1.1418589432541668,Morning,POS,Others,0,0
63.235436958292624,Morning,Online,Electronics,0,1
5.795043106592577,Night,Online,Grocery,0,0
12.649099593117121,Night,ATM,Others,0,0
12.502623200745628,Night,ATM,Electronics,1,0
104.75683864069715,Morning,ATM,Travel,0,0
137.05977175964728,Morning,Online,Grocery,0,0
87.55537772028686,Night,Online,Electronics,0,0
327.4720209102377,Evening,Online,Grocery,0,0
46.97965779202672,Evening,Online,Others,0,0
33.646915742055874,Evening,Online,Electronics,0,0
202.95025381702297,Evening,Online,Travel,0,1
25.308206773185336,Afternoon,Online,Grocery,0,0
330.2870106251911,Night,Online,Electronics,0,1
1.2228944358969307,Morning,POS,Others,0,0
350.25269228794815,Night,POS,Others,0,0
4.4118998618501895,Evening,POS,Electronics,0,0
221.77212291600088,Morning,POS,Others,0,0
75.01432503493903,Afternoon,Online,Grocery,0,0
495.68286079260326,Night,Online,Grocery,0,1
7.666137595445494,Morning,ATM,Grocery,0,0
80.71096637333488,Morning,ATM,Grocery,0,0
348.3575221256005,Evening,POS,Others,0,0
74.0443933181044,Evening,ATM,Electronics,0,1
99.26282903811874,Night,POS,Others,0,0
118.99012381167742,Afternoon,Online,Others,0,0
60.61277556769509,Morning,Online,Electronics,1,1
98.76741730080221,Evening,ATM,Electronics,0,0
87.78258618057556,Night,Online,Travel,0,0
231.42327694826474,Evening,Online,Grocery,0,0
4.6511461743480975,Night,POS,Electronics,0,0
32.98427258987584,Evening,ATM,Others,0,0
300.39960058609313,Afternoon,Online,Grocery,0,1
220.9675828453486,Morning,ATM,Grocery,0,0
60.817526195962,Evening,Online,Others,0,0
96.79330287389773,Morning,POS,Electronics,0,0
32.48734198951301,Night,Online,Grocery,0,1
20.84041614360645,Afternoon,ATM,Grocery,0,0
62.305859880409876,Morning,ATM,Grocery,0,0
43.595353461673334,Evening,POS,Grocery,0,0
87.6243706006643,Morning,Online,Grocery,0,0
8.09222844331848,Morning,POS,Others,1,0
366.4960122522567,Night,ATM,Electronics,0,0
428.38655755525383,Afternoon,POS,Electronics,0,0
119.78638819127893,Afternoon,Online,Grocery,0,0
76.80784344120899,Morning,Online,Grocery,0,0
37.037930155436,Morning,POS,Grocery,0,0
168.09071674879968,Night,ATM,Others,0,0
115.43295836488157,Morning,ATM,Others,0,0
17.747365410048836,Night,POS,Travel,0,1
241.83010919991276,Afternoon,Online,Grocery,1,0
172.89945113672712,Afternoon,Online,Travel,0,0
299.1738525033436,Night,Online,Travel,1,0
129.36040041961343,Morning,Online,Travel,0,0
95.04040195913728,Afternoon,ATM,Electronics,1,1
54.170250659311336,Evening,Online,Travel,0,0
269.9018361547118,Night,POS,Grocery,0,0
201.039238004692,Afternoon,POS,Others,0,0
4.627293865312279,Afternoon,POS,Grocery,0,0
2.6720816866511363,Afternoon,POS,Others,1,0
47.234776158326284,Evening,Online,Electronics,0,0
166.36477229960863,Evening,ATM,Electronics,0,1
436.4275468220168,Evening,Online,Grocery,1,1
16.30095099344797,Morning,ATM,Electronics,1,0
90.17241302157358,Night,Online,Others,0,0
47.947369975809615,Morning,ATM,Electronics,0,0
350.3708554375963,Evening,POS,Travel,0,0
184.59132074336347,Night,POS,Travel,0,0
182.21900464698572,Morning,ATM,Electronics,1,0
63.24155711397735,Morning,ATM,Grocery,0,0
53.5834936327349,Morning,ATM,Travel,0,0
31.93888921500612,Evening,POS,Others,1,1
5.802696384483622,Afternoon,POS,Grocery,0,0
200.04261400033104,Night,Online,Electronics,1,1
167.61174392499228,Evening,ATM,Grocery,0,0
817.2445597818082,Night,ATM,Grocery,1,0
569.4873400744333,Evening,ATM,Grocery,0,0
81.0651592641394,Morning,POS,Grocery,0,0
146.52830902062607,Morning,ATM,Electronics,0,0
289.6171682874436,Afternoon,ATM,Electronics,0,0
189.47720147092457,Afternoon,POS,Travel,0,0
28.415244458114653,Night,ATM,Travel,0,0
59.88268273998645,Afternoon,Online,Others,0,1
13.829634431308865,Afternoon,POS,Others,0,0
308.0223786441709,Night,POS,Travel,0,1
93.18477025886182,Evening,POS,Travel,0,0
25.96037254184837,Afternoon,Online,Grocery,0,1
111.38295391732503,Evening,POS,Travel,1,0
96.26704347430717,Morning,POS,Others,0,0
44.342046229710604,Afternoon,POS,Travel,1,0
12.053912139846927,Morning,POS,Grocery,0,0
111.34412835191021,Morning,Online,Others,0,0
73.46104241860377,Evening,ATM,Electronics,0,0
147.9807080960515,Night,ATM,Travel,0,0
73.4309860423515,Afternoon,POS,Electronics,0,0
191.1770111308484,Evening,Online,Others,0,0
80.27541190214875,Night,POS,Travel,0,0
82.31145809801471,Morning,ATM,Electronics,0,0
209.27586432297716,Afternoon,ATM,Travel,0,0
51.6647313988117,Morning,Online,Electronics,0,1
14.388795539029894,Morning,ATM,Electronics,0,0
2.920502143209468,Afternoon,POS,Others,0,0
140.70574526625856,Night,Online,Travel,1,0
96.83989670606796,Night,ATM,Electronics,0,1
121.76653477978765,Afternoon,POS,Travel,1,1
23.948149349344348,Afternoon,Online,Travel,0,0
14.661255122827866,Evening,POS,Grocery,1,0
1.4651476265668781,Evening,ATM,Others,0,0
43.168726151506924,Morning,POS,Travel,0,0
89.13973756649446,Afternoon,Online,Travel,0,0
49.79818675611507,Night,POS,Travel,0,0
57.53195628284312,Morning,ATM,Others,0,0
234.50615229814414,Morning,Online,Others,1,0
42.81026144251117,Morning,Online,Travel,0,0
72.15250280723211,Morning,ATM,Others,0,0
153.08717377197016,Night,POS,Grocery,1,0
50.50801312991797,Morning,POS,Others,1,1
97.30904753530854,Afternoon,ATM,Grocery,0,0
198.31406436843068,Evening,Online,Grocery,1,0
298.6190415374668,Night,ATM,Grocery,0,1
15.908187931483598,Afternoon,Online,Electronics,0,0
261.1662763042079,Afternoon,Online,Others,0,1
67.75027809955306,Afternoon,POS,Travel,0,0
29.873545435139576,Evening,ATM,Grocery,0,0
61.45869673706975,Evening,Online,Travel,0,0
391.36530975805914,Evening,POS,Grocery,0,0
67.84912926673597,Afternoon,ATM,Travel,0,0
39.86160321004998,Evening,ATM,Electronics,0,0
100.34862739576596,Morning,Online,Grocery,0,0
